Date,Name,Round,Venue,Result,Squad,Opponent,Start,Pos,Min,Cmp,PassAtt,Cmp%,PassTotDist,PassPrgDist,Cmp.1,Att.1,Cmp%.1,Cmp.2,Att.2,Cmp%.2,Cmp.3,Att.3,Cmp%.3,Ast,xAG,xA,KP,PassFinThird,PPA,CrsPA,PrgP,ID,SCA,PassLiveShot,PassDeadShot,TO,ShLSh,Fld,DefShot,GCA,PassLiveGoal,PassDeadGoal,TO.1,ShGoal,FldGoal,DefGoal,Tkl,TklW,TacklesDef3rd,TacklesMid3rd,TacklesAtt3rd,DribTackled,DribContest,DribTackled%,Lost,Blocks,BlockSh,Pass,Int,Tkl+Int,Clr,Err,Touches,Def Pen,TouchDef3rd,TouchMid3rd,TouchAtt3rd,AttPen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,CarriesFinThird,CPA,Mis,Dis,Rec,PrgR,Gls,PK,PKatt,Sh,SoT,CrdY,CrdR,xG,npxG,xAG,PrgP,PrgC
2022-08-07,Valdés Diego,Apertura 2022 Regular Season,Home,W 2–1,América,FC Juárez,Y,LM,45,13,17,76.5,199,31,7,7,100.0,6,8,75.0,0,0,0,0,0.0,0.0,0,0,0,0,2,e3cae82a,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,21,0,2,15,4,2,21,1,0,0.0,1,100.0,11,58,29,2,0,2,0,0,16,0,0,0,0,0,0,0,0,0.0,0.0,0.0,2,2
2022-07-31,Valdés Diego,Apertura 2022 Regular Season,Away,L 2–3,América,León,Y,LM,72,30,37,81.1,520,178,13,13,100.0,12,16,75.0,4,6,66.7,1,0.3,0.3,3,4,4,2,5,e3cae82a,3,3,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,2,0,2,2,3,1,0,45,1,5,18,22,0,45,1,1,100.0,0,0.0,19,93,32,1,1,0,1,2,30,4,0,0,0,0,0,1,0,0.0,0.0,0.3,5,1
2022-07-23,Valdés Diego,Apertura 2022 Regular Season,Away,L 0–2,América,Tijuana,Y,AM,77,30,38,78.9,542,150,12,14,85.7,15,19,78.9,3,4,75.0,0,0.0,0.0,1,3,0,0,5,e3cae82a,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,1,1,100.0,0,1,1,0,0,2,1,0,48,3,8,28,12,0,48,1,0,0.0,1,100.0,21,117,37,0,0,0,3,1,28,3,0,0,0,0,0,0,0,0.0,0.0,0.0,5,0
2022-07-13,Valdés Diego,Apertura 2022 Regular Season,Home,W 1–0,América,Toluca,Y,AM,90,53,60,88.3,976,210,19,24,79.2,29,31,93.5,5,5,100.0,0,0.0,0.2,0,8,3,0,18,e3cae82a,9,8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,1,1,0,1,0,0,1,0,70,1,4,38,29,4,70,2,2,100.0,0,0.0,45,345,206,7,5,0,0,0,61,4,0,0,0,6,0,0,0,0.3,0.3,0.0,18,7
2022-07-09,Valdés Diego,Apertura 2022 Regular Season,Away,L 2–3,América,Monterrey,Y,AM,90,46,53,86.8,886,151,17,18,94.4,23,24,95.8,5,10,50.0,0,0.1,0.1,1,5,2,0,9,e3cae82a,5,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,69,3,6,37,27,2,69,4,1,25.0,3,75.0,39,173,69,2,1,0,4,1,51,4,0,0,0,4,0,0,0,0.6,0.6,0.1,9,2
2022-08-17,Valdés Diego,Apertura 2022 Regular Season,Away,W 3–0,América,Pachuca,Y,AM,68,34,38,89.5,596,83,15,17,88.2,15,15,100.0,3,5,60.0,1,0.3,0.3,2,6,1,0,3,e3cae82a,3,2,0,0,0,1,0,2,2,0,0,0,0,0,3,1,0,3,0,2,2,100.0,0,1,0,1,0,3,1,0,52,1,4,26,22,1,52,2,0,0.0,2,100.0,28,150,75,1,4,0,3,3,39,4,0,0,0,2,1,0,0,0.1,0.1,0.3,3,1
2023-03-04,Valdés Diego,Clausura 2023 Regular Season,Home,L 0–3,América,Pachuca,Y,FW,58,24,29,82.8,405,103,8,10,80.0,15,18,83.3,0,0,0,0,0.0,0.1,1,5,1,0,9,e3cae82a,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,1,19,16,1,36,1,0,0.0,1,100.0,26,122,45,1,3,0,1,2,29,3,0,0,0,3,1,0,0,0.2,0.2,0.0,9,1
2023-04-15,Valdés Diego,Clausura 2023 Regular Season,Away,W 3–1,América,Cruz Azul,Y,FW,90,68,78,87.2,1162,229,33,35,94.3,26,28,92.9,7,10,70.0,1,0.4,0.4,1,11,3,0,11,e3cae82a,5,2,0,3,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,2,0.0,2,1,0,1,0,1,1,0,94,0,5,47,42,8,94,4,3,75.0,1,25.0,55,175,60,2,0,1,4,1,85,5,0,0,0,7,1,1,0,0.6,0.6,0.4,11,2
2023-04-08,Valdés Diego,Clausura 2023 Regular Season,Home,W 2–1,América,Monterrey,Y,FW,89,27,35,77.1,472,134,16,18,88.9,6,8,75.0,4,7,57.1,1,0.3,0.2,1,5,1,0,5,e3cae82a,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,1,0.0,1,0,0,0,0,1,1,0,43,1,3,21,19,5,43,0,0,0,0,0,26,128,35,0,3,0,2,2,29,9,1,0,0,1,1,0,0,0.7,0.7,0.3,5,0
2023-04-01,Valdés Diego,Clausura 2023 Regular Season,Home,D 2–2,América,León,Y,FW,89,26,35,74.3,472,135,12,13,92.3,11,13,84.6,3,6,50.0,0,0.1,0.1,2,4,4,0,7,e3cae82a,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,40,1,4,21,17,2,40,2,2,100.0,0,0.0,26,186,71,1,3,0,2,0,25,5,1,0,0,1,1,1,0,0.2,0.2,0.1,7,1
2023-03-18,Valdés Diego,Clausura 2023 Regular Season,Away,W 4–2,América,Guadalajara,Y,FW,90,29,39,74.4,498,186,14,16,87.5,13,14,92.9,2,7,28.6,1,0.3,0.1,4,5,5,0,9,e3cae82a,7,6,0,0,1,0,0,3,2,0,0,1,0,0,1,1,1,0,0,1,3,33.3,2,2,1,1,1,2,5,0,56,5,7,26,23,4,56,2,1,50.0,1,50.0,28,156,74,3,3,0,2,2,36,7,0,0,0,4,0,0,0,0.3,0.3,0.3,9,3
2023-03-11,Valdés Diego,Clausura 2023 Regular Season,Away,W 2–0,América,UANL,Y,AM,82,30,36,83.3,516,217,11,11,100.0,15,17,88.2,2,3,66.7,1,1.1,0.7,5,6,1,0,10,e3cae82a,6,5,0,1,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,45,0,5,28,12,1,45,2,2,100.0,0,0.0,31,109,62,1,1,1,2,1,39,5,0,0,0,2,0,1,0,0.0,0.0,1.1,10,1
2023-02-25,Valdés Diego,Clausura 2023 Regular Season,Away,D 2–2,América,Atlas,Y,FW,72,30,36,83.3,527,112,11,12,91.7,17,19,89.5,1,4,25.0,0,0.0,0.0,0,4,0,0,7,e3cae82a,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,40,0,3,23,14,0,40,0,0,0,0,0,23,137,69,3,2,0,1,0,32,5,0,0,0,1,0,0,0,0.0,0.0,0.0,7,3
2023-01-07,Valdés Diego,Clausura 2023 Regular Season,Home,D 0–0,América,Querétaro,Y,FW,68,23,33,69.7,379,108,13,15,86.7,7,10,70.0,2,4,50.0,0,0.4,0.4,5,1,1,0,5,e3cae82a,6,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,36,0,0,18,18,3,36,0,0,0,0,0,13,60,22,0,0,0,0,1,27,2,0,0,0,2,0,0,0,0.1,0.1,0.4,5,0
2023-02-14,Valdés Diego,Clausura 2023 Regular Season,Away,W 3–1,América,Atlético,Y,AM,81,28,34,82.4,477,155,13,16,81.3,12,13,92.3,2,3,66.7,0,0.0,0.1,1,3,5,0,10,e3cae82a,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,1,0,1,0.0,1,2,0,2,0,2,2,0,49,2,2,18,29,4,49,2,2,100.0,0,0.0,31,158,71,2,2,0,2,0,36,7,1,0,0,5,2,0,0,0.8,0.8,0.0,10,2
2023-02-11,Valdés Diego,Clausura 2023 Regular Season,Home,W 2–1,América,Necaxa,Y,AM,85,24,28,85.7,351,102,14,15,93.3,7,9,77.8,2,3,66.7,0,0.0,0.0,0,3,0,0,6,e3cae82a,4,2,0,1,0,1,0,1,0,0,0,0,1,0,3,3,0,2,1,1,1,100.0,0,1,0,1,0,3,0,0,38,0,2,21,16,2,38,2,2,100.0,0,0.0,24,128,85,2,3,0,3,0,27,7,1,0,0,3,2,1,0,1.1,1.1,0.0,6,2
2023-02-04,Valdés Diego,Clausura 2023 Regular Season,Away,D 2–2,América,Santos,Y,AM,76,39,48,81.3,736,257,14,16,87.5,21,25,84.0,4,4,100.0,0,0.4,0.4,2,10,2,0,13,e3cae82a,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,1,1,0,1,0,0,1,0,56,1,3,27,27,1,56,0,0,0,0,0,41,185,77,2,2,0,2,2,45,8,0,0,0,2,1,0,0,0.1,0.1,0.4,13,2
2023-01-28,Valdés Diego,Clausura 2023 Regular Season,Home,W 6–0,América,Mazatlán,Y,AM,90,39,46,84.8,652,218,17,17,100.0,19,21,90.5,1,5,20.0,1,0.8,0.5,4,6,2,0,10,e3cae82a,12,7,0,1,0,3,1,5,3,0,1,0,1,0,1,1,0,1,0,1,1,100.0,0,0,0,0,0,1,1,0,51,1,3,32,18,5,51,3,2,66.7,0,0.0,40,251,172,6,3,3,1,1,49,3,1,0,0,3,2,0,0,0.3,0.3,0.8,10,6
2023-01-21,Valdés Diego,Clausura 2023 Regular Season,Home,D 2–2,América,Puebla,Y,AM,76,30,40,75.0,472,125,16,21,76.2,13,14,92.9,1,2,50.0,0,0.2,0.3,2,6,2,0,5,e3cae82a,3,3,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,2,1,3,3,100.0,0,1,0,1,1,4,0,0,51,0,0,24,27,4,51,0,0,0,0,0,39,195,69,2,2,1,2,2,38,8,0,0,0,4,1,0,0,0.2,0.2,0.2,5,2
2023-01-14,Valdés Diego,Clausura 2023 Regular Season,Away,D 2–2,América,Toluca,Y,AM,72,23,30,76.7,394,91,9,11,81.8,12,13,92.3,2,4,50.0,0,0.0,0.2,0,2,0,0,6,e3cae82a,3,2,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4,0,41,4,5,12,24,3,41,1,0,0.0,1,100.0,26,144,94,2,1,0,0,0,28,4,0,0,0,4,1,0,0,0.2,0.2,0.0,6,2
2023-04-22,Valdés Diego,Clausura 2023 Regular Season,Home,D 1–1,América,UNAM,Y,RM,82,36,45,80.0,653,211,15,17,88.2,16,18,88.9,5,7,71.4,0,0.1,0.1,1,8,1,0,13,e3cae82a,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,1,2,0,2,1,1,0,0,54,0,4,26,26,5,54,1,0,0.0,1,100.0,31,161,97,3,4,0,0,1,44,8,0,0,0,1,0,0,0,0.0,0.0,0.1,13,3
2023-02-19,Valdés Diego,Clausura 2023 Regular Season,Home,W 2–1,América,Tijuana,Y,AM,90,36,48,75.0,647,161,15,20,75.0,18,21,85.7,3,5,60.0,0,0.2,0.2,3,9,1,1,7,e3cae82a,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.0,2,0,0,0,0,0,0,0,57,0,2,29,26,4,57,3,2,66.7,1,33.3,37,204,106,3,2,0,1,1,44,8,1,0,0,3,2,0,0,0.6,0.6,0.2,7,3
2023-06-30,Valdés Diego,Apertura 2023 Regular Season,Home,L 1–2,América,FC Juárez,Y,AM,90,41,47,87.2,650,182,26,27,96.3,10,13,76.9,5,7,71.4,0,0.0,0.1,1,7,2,0,8,e3cae82a,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,1,0,0,0,2,2,0,0,58,0,0,34,24,1,58,2,0,0.0,2,100.0,45,155,47,1,6,0,0,2,46,7,0,0,0,4,0,0,0,0.2,0.2,0.0,8,1
2022-09-23,Valdés Diego,Friendlies (M),Neutral,L 0–2,cl Chile,ma Morocco,N,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,e3cae82a,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-09-27,Valdés Diego,Friendlies (M),Neutral,D 2–2,cl Chile,qa Qatar,Y,CM,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,e3cae82a,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-10-12,Valdés Diego,Quarter-finals,Away,W 6–1,América,Puebla,Y,AM,80,30,35,85.7,466,121,14,14,100.0,9,10,90.0,3,5,60.0,1,0.8,0.4,4,2,4,0,6,e3cae82a,5,3,1,0,1,0,0,2,1,0,0,1,0,0,1,1,0,1,0,1,6,16.7,5,0,0,0,0,1,0,0,41,0,0,23,18,2,41,3,1,33.3,1,33.3,33,186,81,1,3,0,0,2,33,6,1,0,0,3,2,0,0,0.2,0.2,0.8,6,1
2022-10-15,Valdés Diego,Quarter-finals,Home,W 5–1,América,Puebla,N,FW,18,13,15,86.7,264,43,5,5,100.0,2,2,100.0,5,6,83.3,0,0.0,0.0,0,2,0,0,2,e3cae82a,2,0,0,1,0,1,0,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,11,7,1,18,1,1,100.0,0,0.0,11,95,27,1,2,0,1,0,14,0,0,0,0,1,0,0,0,0.0,0.0,0.0,2,1
2022-10-19,Valdés Diego,Semi-finals,Away,L 1–2,América,Toluca,Y,AM,66,26,31,83.9,386,78,17,20,85.0,5,6,83.3,3,3,100.0,0,0.0,0.0,1,6,0,0,5,e3cae82a,5,3,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,37,0,0,21,16,1,37,1,0,0.0,0,0.0,26,110,60,1,1,0,2,0,35,1,0,0,0,4,1,0,0,0.2,0.2,0.0,5,1
2022-10-22,Valdés Diego,Semi-finals,Home,D 1–1,América,Toluca,Y,AM,55,17,22,77.3,346,63,7,7,100.0,7,7,100.0,3,4,75.0,0,0.0,0.0,0,2,2,0,4,e3cae82a,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,28,1,1,14,13,3,28,0,0,0,0,0,16,66,17,0,0,0,1,1,20,4,0,0,0,3,0,0,0,0.3,0.3,0.0,4,0
2023-03-27,Valdés Diego,Friendlies (M),Home,W 3–2,cl Chile,py Paraguay,N,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,e3cae82a,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-05-10,Valdés Diego,Quarter-finals,Away,W 3–1,América,Atlético,Y,FW,84,32,38,84.2,572,169,14,18,77.8,13,14,92.9,3,3,100.0,1,0.1,0.1,2,3,2,0,11,e3cae82a,8,3,1,0,4,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0.0,1,0,0,0,1,1,0,0,50,0,2,22,26,6,50,0,0,0,0,0,39,248,148,5,4,2,2,0,42,6,0,0,0,7,3,0,0,0.7,0.7,0.1,11,5
2023-05-13,Valdés Diego,Quarter-finals,Home,L 1–2,América,Atlético,Y,"AM,LW",90,23,31,74.2,431,114,12,16,75.0,6,7,85.7,5,6,83.3,0,0.1,0.0,2,5,0,0,7,e3cae82a,7,4,0,0,1,1,1,3,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,43,1,4,18,22,5,43,1,1,100.0,0,0.0,22,153,111,2,2,0,1,2,33,7,1,0,0,7,6,1,0,0.5,0.5,0.1,7,2
2023-05-18,Valdés Diego,Semi-finals,Away,W 1–0,América,Guadalajara,Y,FW,89,28,32,87.5,501,105,13,15,86.7,13,13,100.0,2,2,100.0,1,0.2,0.4,2,2,3,0,5,e3cae82a,6,4,0,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0.0,1,1,0,1,0,0,1,0,41,2,6,16,20,2,41,2,2,100.0,0,0.0,35,194,109,2,5,1,1,3,37,7,0,0,0,2,0,0,0,0.0,0.0,0.2,5,2
2023-05-21,Valdés Diego,Semi-finals,Home,L 1–3,América,Guadalajara,Y,AM,78,33,46,71.7,719,130,10,17,58.8,19,20,95.0,4,6,66.7,0,0.1,0.1,2,7,1,0,6,e3cae82a,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.0,2,0,0,0,1,1,1,0,55,0,2,31,23,4,55,2,0,0.0,1,50.0,25,102,32,3,2,1,3,2,39,6,1,0,0,2,1,0,0,0.2,0.2,0.1,6,3
2023-06-11,Valdés Diego,Friendlies (M),Home,W 3–0,cl Chile,cu Cuba,N,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,e3cae82a,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-06-16,Valdés Diego,Friendlies (M),Home,W 5–0,cl Chile,do Dominican Rep.,Y,CM,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,e3cae82a,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-06-20,Valdés Diego,Friendlies (M),Away,D 0–0,cl Chile,bo Bolivia,Y,CM,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,e3cae82a,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-06-30,Valdés Diego,Apertura 2023 Regular Season,Home,L 1–2,América,FC Juárez,Y,AM,90.0,41.0,47.0,87.2,650.0,182.0,26.0,27.0,96.3,10.0,13.0,76.9,5.0,7.0,71.4,0.0,0.0,0.1,1.0,7.0,2.0,0.0,8.0,e3cae82a,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,58.0,0.0,0.0,34.0,24.0,1.0,58.0,2.0,0.0,0.0,2.0,100.0,45.0,155.0,47.0,1.0,6.0,0.0,0.0,2.0,46.0,7.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.2,0.2,0.0,8.0,1.0
2023-07-15,Valdés Diego,Apertura 2023 Regular Season,Home,W 3–0,América,Puebla,Y,AM,90.0,40.0,47.0,85.1,786.0,289.0,17.0,18.0,94.4,17.0,19.0,89.5,6.0,8.0,75.0,1.0,0.1,0.7,1.0,4.0,2.0,0.0,10.0,e3cae82a,8.0,5.0,0.0,3.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,3.0,0.0,0.0,63.0,0.0,2.0,38.0,23.0,6.0,63.0,3.0,3.0,100.0,0.0,0.0,46.0,270.0,172.0,6.0,4.0,1.0,4.0,2.0,59.0,6.0,0.0,0.0,0.0,6.0,1.0,0.0,0.0,0.9,0.9,0.1,10.0,6.0
